Abbey 2.8.22,Abbey Glp1R LepR 2.8.22,GFF 2.8.22,Chow,2.8.22,,,,,,,
,TSE PhenoMaster V7.9.5 (2021-5214),,,,,,,,,,
Box,Animal No.,Weight [g],Text1,Text2,Text3,,,,,,
1,725,21.5,f,++FF, ,,,,,,
2,995,20.2,f,++FF, ,,,,,,
3,973,22.1,f,G+FFRR, ,,,,,,
4,974,22.5,f,G+FFRR, ,,,,,,
5,975,26.3,F,G+FFRR, ,,,,,,
6,736,30.9,F,G+FFRR, ,,,,,,
7,733,18.1,F,++FFRR, ,,,,,,
8,734,27.2,F,G+FFRR, ,,,,,,
13,735,20.5,F,++FFRR, ,,,,,,
14,970,23.3,M,++FFRR, ,,,,,,
15,971,28.8,m,G+FFRR, ,,,,,,
16,972,21.8,m,++FFRR, ,,,,,,
17,635,23.9,m,G+FFRR, ,,,,,,
18,731,29.4,m,++FFRR, ,,,,,,
19,730,23.1,m,G+FFRR, ,,,,,,
,,,,,,,,,,,
Date Time,Animal No.,Box,VO2(3),VCO2(3),RER,H(3),XT+YT,XA,YA,Drink,Feed1
,,,[ml/h],[ml/h],,[kcal/h],[Cnt],[Cnt],[Cnt],[ml],[g]
2/11/2022 21:04:23,995,2,81,80,0.993,0.406,2994,1376,903,27.87,14.32
2/11/2022 21:19:22,995,2,81,78,0.971,0.405,2268,1176,549,27.96,14.5
2/11/2022 21:34:22,995,2,77,76,0.986,0.387,747,285,102,28.02,14.5
2/11/2022 21:49:22,995,2,56,55,0.982,0.281,208,0,0,28.1,14.5
2/11/2022 22:04:22,995,2,44,44,0.993,0.222,0,0,0,28.19,14.5
2/11/2022 22:19:22,995,2,62,61,0.985,0.314,2010,1214,304,28.3,14.5
2/11/2022 22:34:22,995,2,68,67,0.973,0.343,2831,1846,336,28.43,14.65
2/11/2022 22:49:22,995,2,85,82,0.961,0.425,3886,1870,988,28.54,14.69
2/11/2022 23:04:22,995,2,91,87,0.965,0.454,2639,1409,391,28.66,14.81
2/11/2022 23:19:23,995,2,85,81,0.96,0.424,3215,1604,559,28.79,14.81
2/11/2022 23:34:22,995,2,84,80,0.955,0.42,3752,2000,852,28.92,14.97
2/11/2022 23:49:22,995,2,85,81,0.958,0.423,2302,1382,351,29.09,15.08
2/12/2022 0:04:22,995,2,83,80,0.97,0.414,2288,1279,416,29.22,15.2
2/12/2022 0:19:22,995,2,83,80,0.967,0.416,3777,1499,1388,29.32,15.31
2/12/2022 0:34:23,995,2,78,76,0.965,0.393,4160,1500,1648,29.45,15.6
2/12/2022 0:49:22,995,2,80,79,0.987,0.401,3474,1839,810,29.56,15.62
2/12/2022 1:04:22,995,2,86,83,0.963,0.429,2428,1688,161,29.61,15.62
2/12/2022 1:19:22,995,2,76,73,0.956,0.38,1307,833,157,29.71,15.62
2/12/2022 1:34:22,995,2,74,70,0.947,0.369,1722,881,416,29.88,15.63
2/12/2022 1:49:22,995,2,70,69,0.98,0.354,788,397,122,29.93,15.63
2/12/2022 2:04:23,995,2,54,50,0.937,0.267,0,0,0,30,15.63
2/12/2022 2:19:22,995,2,42,41,0.961,0.211,0,0,0,30.07,15.63
2/12/2022 2:34:22,995,2,42,39,0.925,0.208,0,0,0,30.15,15.63
2/12/2022 2:49:22,995,2,42,40,0.949,0.208,0,0,0,30.22,15.63
2/12/2022 3:04:22,995,2,41,38,0.931,0.203,124,91,14,30.29,15.63
2/12/2022 3:19:22,995,2,53,50,0.951,0.263,60,36,9,30.37,15.63
2/12/2022 3:34:22,995,2,70,63,0.909,0.345,2333,1350,404,30.53,15.72
2/12/2022 3:49:22,995,2,71,66,0.933,0.352,1241,715,225,30.7,15.92
2/12/2022 4:04:22,995,2,77,75,0.969,0.387,2624,1326,685,30.88,16.05
2/12/2022 4:19:22,995,2,74,71,0.967,0.37,2409,1171,619,31.01,16.17
2/12/2022 4:34:22,995,2,81,77,0.94,0.405,2736,1458,622,31.11,16.18
2/12/2022 4:49:22,995,2,78,76,0.969,0.393,2233,1227,423,31.23,16.26
2/12/2022 5:04:22,995,2,81,80,0.983,0.407,3325,2020,515,31.37,16.3
2/12/2022 5:19:22,995,2,78,75,0.963,0.389,3111,1788,519,31.45,16.31
2/12/2022 5:34:22,995,2,74,72,0.964,0.373,1417,442,372,31.6,16.5
2/12/2022 5:49:22,995,2,72,69,0.958,0.361,993,443,274,31.69,16.52
2/12/2022 6:04:22,995,2,61,57,0.945,0.303,32,4,11,31.81,16.52
2/12/2022 6:19:22,995,2,47,44,0.931,0.232,0,0,0,31.88,16.52
2/12/2022 6:34:23,995,2,42,41,0.973,0.209,0,0,0,32.01,16.52
2/12/2022 6:49:22,995,2,39,37,0.963,0.194,0,0,0,32.09,16.52
2/12/2022 7:04:23,995,2,38,38,0.989,0.193,0,0,0,32.16,16.52
2/12/2022 7:19:23,995,2,43,41,0.948,0.214,33,25,1,32.31,16.52
2/12/2022 7:34:22,995,2,47,44,0.937,0.232,0,0,0,32.38,16.52
2/12/2022 7:49:22,995,2,40,38,0.949,0.2,0,0,0,32.46,16.52
2/12/2022 8:04:22,995,2,41,37,0.906,0.2,0,0,0,32.54,16.52
2/12/2022 8:19:23,995,2,39,36,0.93,0.195,0,0,0,32.68,16.52
2/12/2022 8:34:23,995,2,39,35,0.905,0.193,0,0,0,32.76,16.52
2/12/2022 8:49:23,995,2,41,36,0.876,0.202,0,0,0,32.84,16.52
2/12/2022 9:04:23,995,2,39,33,0.855,0.191,0,0,0,32.91,16.52
2/12/2022 9:19:22,995,2,54,48,0.882,0.267,48,0,30,32.99,16.52
2/12/2022 9:34:22,995,2,63,57,0.905,0.313,1372,719,287,33.11,16.52
2/12/2022 9:49:22,995,2,66,61,0.922,0.326,1655,862,363,33.21,16.52
2/12/2022 10:04:22,995,2,59,55,0.937,0.294,900,451,215,33.25,16.52
2/12/2022 10:19:23,995,2,51,49,0.956,0.256,0,0,0,33.32,16.52
2/12/2022 10:34:22,995,2,45,43,0.965,0.224,57,28,14,33.45,16.52
2/12/2022 10:49:22,995,2,40,37,0.912,0.199,0,0,0,33.54,16.52
2/12/2022 11:04:22,995,2,37,34,0.897,0.185,0,0,0,33.61,16.52
2/12/2022 11:19:22,995,2,41,35,0.867,0.199,0,0,0,33.67,16.52
2/12/2022 11:34:22,995,2,38,34,0.878,0.189,0,0,0,33.74,16.52
2/12/2022 11:49:23,995,2,36,33,0.896,0.18,0,0,0,33.82,16.52
2/12/2022 12:04:22,995,2,38,33,0.871,0.188,0,0,0,33.89,16.52
2/12/2022 12:19:22,995,2,40,34,0.855,0.194,0,0,0,33.96,16.52
2/12/2022 12:34:23,995,2,40,34,0.849,0.194,0,0,0,34.03,16.52
2/12/2022 12:49:22,995,2,39,33,0.849,0.192,0,0,0,34.1,16.52
2/12/2022 13:04:22,995,2,51,45,0.874,0.251,560,323,83,34.18,16.54
2/12/2022 13:19:23,995,2,53,49,0.923,0.264,121,66,28,34.21,16.56
2/12/2022 13:34:22,995,2,58,54,0.924,0.29,437,219,52,34.33,16.59
2/12/2022 13:49:22,995,2,57,55,0.968,0.285,1571,1139,120,34.46,16.74
2/12/2022 14:04:22,995,2,54,50,0.923,0.268,12,7,0,34.46,16.75
2/12/2022 14:19:22,995,2,45,41,0.92,0.222,0,0,0,34.53,16.75
2/12/2022 14:34:22,995,2,46,41,0.882,0.228,0,0,0,34.61,16.75
2/12/2022 14:49:22,995,2,41,36,0.882,0.2,0,0,0,34.67,16.75
2/12/2022 15:04:22,995,2,42,36,0.858,0.204,0,0,0,34.75,16.75
2/12/2022 15:19:22,995,2,42,36,0.858,0.203,0,0,0,34.82,16.75
2/12/2022 15:34:22,995,2,39,34,0.88,0.193,0,0,0,34.89,16.75
2/12/2022 15:49:23,995,2,40,35,0.886,0.195,0,0,0,34.9,16.75
2/12/2022 16:04:22,995,2,39,36,0.905,0.195,0,0,0,34.97,16.75
2/12/2022 16:19:22,995,2,44,39,0.886,0.216,0,0,0,35.04,16.75
2/12/2022 16:34:23,995,2,59,54,0.916,0.292,1292,821,119,35.2,16.94
2/12/2022 16:49:23,995,2,64,60,0.933,0.319,1650,985,230,35.32,17.04
2/12/2022 17:04:22,995,2,60,56,0.941,0.297,14,10,0,35.32,17.04
2/12/2022 17:19:22,995,2,46,44,0.953,0.23,0,0,0,35.38,17.04
2/12/2022 17:34:22,995,2,45,41,0.92,0.223,0,0,0,35.46,17.04
2/12/2022 17:49:22,995,2,40,38,0.949,0.2,0,0,0,35.53,17.04
2/12/2022 18:04:22,995,2,54,49,0.909,0.266,381,256,39,35.6,17.04
2/12/2022 18:19:22,995,2,72,68,0.944,0.361,2716,1830,281,35.76,17.15
2/12/2022 18:34:22,995,2,72,71,0.982,0.362,1943,1279,192,35.87,17.36
2/12/2022 18:49:22,995,2,79,79,0.997,0.397,1737,1151,179,36,17.45
2/12/2022 19:04:23,995,2,81,79,0.973,0.408,1735,1148,172,36.1,17.46
2/12/2022 19:19:22,995,2,77,76,0.992,0.388,1847,1122,226,36.17,17.61
2/12/2022 19:34:22,995,2,79,78,0.991,0.397,2391,1582,252,36.25,17.68
2/12/2022 19:49:22,995,2,78,78,1.004,0.395,1774,1111,209,36.32,17.78
2/12/2022 20:04:22,995,2,85,84,0.993,0.427,2690,1626,419,36.39,17.78
2/12/2022 20:19:22,995,2,79,80,1.015,0.399,2533,1612,287,36.48,17.88
2/12/2022 20:34:22,995,2,83,84,1.009,0.422,1942,1187,303,36.58,18
2/12/2022 20:49:22,995,2,79,80,1.006,0.401,2017,1058,441,36.67,18.18
2/12/2022 21:04:23,995,2,74,74,1.004,0.373,2235,1086,552,36.73,18.18
2/12/2022 21:19:22,995,2,60,60,1.003,0.302,9,1,0,36.78,18.18
2/12/2022 21:34:23,995,2,53,55,1.031,0.27,2,0,0,36.82,18.18
2/12/2022 21:49:22,995,2,55,55,1.001,0.275,1218,847,46,36.91,18.32
2/12/2022 22:04:22,995,2,74,74,1.011,0.372,1943,1425,86,37.03,18.45
2/12/2022 22:19:22,995,2,76,78,1.018,0.387,3085,2048,338,37.14,18.72
2/12/2022 22:34:22,995,2,82,84,1.025,0.416,2243,1372,305,37.28,18.82
2/12/2022 22:49:22,995,2,79,82,1.043,0.4,1786,1191,145,37.39,18.84
2/12/2022 23:04:22,995,2,82,85,1.031,0.418,3580,2379,465,37.52,19.14
2/12/2022 23:19:22,995,2,87,89,1.022,0.441,2699,1751,341,37.61,19.19
2/12/2022 23:34:22,995,2,81,83,1.029,0.41,1858,1198,212,37.69,19.19
2/12/2022 23:49:22,995,2,80,83,1.034,0.406,1666,1026,183,37.81,19.39
2/13/2022 0:04:22,995,2,86,89,1.038,0.436,2898,1914,380,37.87,19.4
2/13/2022 0:19:22,995,2,86,88,1.023,0.438,2954,1884,395,37.96,19.49
2/13/2022 0:34:22,995,2,84,87,1.038,0.426,2507,1614,310,38.03,19.53
2/13/2022 0:49:22,995,2,82,85,1.034,0.416,2842,1772,423,38.09,19.61
2/13/2022 1:04:22,995,2,85,87,1.028,0.431,2586,1667,288,38.29,19.71
2/13/2022 1:19:22,995,2,85,85,1.008,0.428,2870,1901,320,38.42,20.03
2/13/2022 1:34:22,995,2,79,81,1.028,0.401,1870,1155,282,38.56,20.15
2/13/2022 1:49:23,995,2,76,77,1.008,0.386,1394,849,210,38.64,20.15
2/13/2022 2:04:22,995,2,67,67,1.001,0.336,0,0,0,38.71,20.15
2/13/2022 2:19:23,995,2,48,49,1.024,0.245,0,0,0,38.79,20.15
2/13/2022 2:34:22,995,2,49,49,0.998,0.247,457,254,87,38.89,20.15
2/13/2022 2:49:22,995,2,63,63,0.996,0.318,1214,739,113,38.94,20.19
2/13/2022 3:04:22,995,2,80,79,0.994,0.403,2747,1390,602,39.1,20.24
2/13/2022 3:19:22,995,2,79,78,0.994,0.398,3566,1225,1253,39.2,20.5
2/13/2022 3:34:23,995,2,77,78,1.007,0.391,4335,2174,1114,39.32,20.71
2/13/2022 3:49:22,995,2,82,83,1.011,0.416,4553,2223,1165,39.43,20.71
2/13/2022 4:04:23,995,2,80,80,0.998,0.402,2959,1253,900,39.55,21.26
2/13/2022 4:19:22,995,2,80,81,1.015,0.405,4103,2041,1052,39.66,21.26
2/13/2022 4:34:22,995,2,79,80,1.012,0.398,2731,1323,521,39.72,21.41
2/13/2022 4:49:22,995,2,80,81,1.015,0.406,3560,1733,806,39.85,21.41
2/13/2022 5:04:22,995,2,84,83,0.994,0.422,4391,2307,1014,39.91,21.41
2/13/2022 5:19:22,995,2,73,74,1.025,0.368,2749,1792,285,40.05,21.46
2/13/2022 5:34:23,995,2,74,74,1.004,0.372,1806,1006,303,40.1,21.46
2/13/2022 5:49:22,995,2,69,70,1.005,0.35,716,302,216,40.18,21.46
2/13/2022 6:04:22,995,2,53,54,1.007,0.269,0,0,0,40.25,21.46
2/13/2022 6:19:22,995,2,48,47,0.989,0.24,0,0,0,40.33,21.46
2/13/2022 6:34:22,995,2,50,48,0.967,0.25,0,0,0,40.39,21.46
2/13/2022 6:49:23,995,2,47,45,0.969,0.234,0,0,0,40.43,21.46
2/13/2022 7:04:22,995,2,66,63,0.948,0.331,1078,558,253,40.54,21.46
2/13/2022 7:19:22,995,2,57,55,0.968,0.285,439,171,136,40.59,21.46
2/13/2022 7:34:22,995,2,47,48,1.032,0.237,0,0,0,40.64,21.46
2/13/2022 7:49:22,995,2,46,44,0.958,0.228,0,0,0,40.73,21.46
2/13/2022 8:04:22,995,2,45,44,0.965,0.226,4,1,0,40.78,21.46
2/13/2022 8:19:22,995,2,41,41,1.003,0.208,0,0,0,40.83,21.46
2/13/2022 8:34:22,995,2,42,42,0.991,0.213,0,0,0,40.88,21.46
2/13/2022 8:49:22,995,2,45,43,0.976,0.224,2,0,0,40.94,21.46
2/13/2022 9:04:22,995,2,44,41,0.943,0.219,0,0,0,41,21.46
2/13/2022 9:19:22,995,2,44,42,0.954,0.218,0,0,0,41.06,21.46
2/13/2022 9:34:22,995,2,46,42,0.926,0.226,0,0,0,41.12,21.46
2/13/2022 9:49:22,995,2,46,42,0.915,0.226,0,0,0,41.18,21.46
2/13/2022 10:04:23,995,2,45,44,0.969,0.226,1,1,0,41.24,21.46
2/13/2022 10:19:23,995,2,60,55,0.92,0.296,2484,1334,546,41.33,21.47
2/13/2022 10:34:22,995,2,61,55,0.912,0.301,202,118,40,41.34,21.47
2/13/2022 10:49:23,995,2,58,56,0.968,0.291,0,0,0,41.4,21.47
2/13/2022 11:04:22,995,2,48,45,0.942,0.24,0,0,0,41.45,21.47
2/13/2022 11:19:22,995,2,49,50,1.009,0.249,132,70,29,41.53,21.5
2/13/2022 11:34:23,995,2,49,46,0.937,0.244,0,0,0,41.58,21.5
2/13/2022 11:49:22,995,2,46,43,0.926,0.23,0,0,0,41.64,21.5
2/13/2022 12:04:22,995,2,45,43,0.954,0.226,0,0,0,41.71,21.5
2/13/2022 12:19:22,995,2,43,42,0.972,0.216,0,0,0,41.77,21.5
2/13/2022 12:34:22,995,2,45,42,0.937,0.222,0,0,0,41.78,21.5
2/13/2022 12:49:22,995,2,45,41,0.92,0.223,0,0,0,41.85,21.5
2/13/2022 13:04:23,995,2,43,42,0.96,0.218,190,82,68,41.92,21.5
2/13/2022 13:19:22,995,2,63,57,0.905,0.311,1357,602,322,41.99,21.59
2/13/2022 13:34:22,995,2,66,60,0.903,0.328,3338,1618,882,42.1,21.59
2/13/2022 13:49:22,995,2,73,70,0.954,0.367,1139,549,291,42.13,21.59
2/13/2022 14:04:22,995,2,64,61,0.948,0.318,2,2,0,42.17,21.59
2/13/2022 14:19:22,995,2,49,48,0.978,0.245,0,0,0,42.21,21.59
2/13/2022 14:34:22,995,2,50,48,0.967,0.249,0,0,0,42.25,21.59
2/13/2022 14:49:22,995,2,47,45,0.969,0.234,0,0,0,42.31,21.59
2/13/2022 15:04:22,995,2,44,42,0.954,0.221,0,0,0,42.36,21.59
2/13/2022 15:19:22,995,2,44,42,0.948,0.219,0,0,0,42.4,21.59
2/13/2022 15:34:22,995,2,44,41,0.948,0.218,0,0,0,42.45,21.59
2/13/2022 15:49:22,995,2,44,42,0.954,0.218,0,0,0,42.5,21.59
2/13/2022 16:04:22,995,2,43,41,0.937,0.216,0,0,0,42.51,21.59
2/13/2022 16:19:22,995,2,43,41,0.943,0.215,1,1,0,42.56,21.59
2/13/2022 16:34:22,995,2,45,43,0.954,0.223,17,0,0,42.63,21.59
2/13/2022 16:49:22,995,2,51,49,0.956,0.257,260,117,52,42.64,21.64
2/13/2022 17:04:23,995,2,70,65,0.933,0.346,2316,1311,466,42.8,21.69
2/13/2022 17:19:22,995,2,68,66,0.963,0.341,889,390,118,42.82,21.73
2/13/2022 17:34:23,995,2,65,63,0.956,0.327,313,0,0,42.86,21.73
2/13/2022 17:49:22,995,2,52,51,0.966,0.262,7,0,0,42.9,21.73
2/13/2022 18:04:22,995,2,48,45,0.952,0.238,276,143,60,42.93,21.75
2/13/2022 18:19:22,995,2,71,68,0.954,0.355,2311,1433,344,43.06,21.91
2/13/2022 18:34:22,995,2,74,70,0.944,0.37,511,352,28,43.07,21.98
2/13/2022 18:49:22,995,2,85,85,0.999,0.428,2424,1663,203,43.24,22.11
2/13/2022 19:04:22,995,2,87,86,0.992,0.436,3382,2224,405,43.3,22.15
2/13/2022 19:19:22,995,2,89,87,0.979,0.449,1271,865,107,43.37,22.54
2/13/2022 19:34:23,995,2,92,91,0.989,0.461,2543,1685,254,43.49,22.54
2/13/2022 19:49:22,995,2,93,93,1.001,0.468,2963,1986,290,43.59,22.54
2/13/2022 20:04:22,995,2,90,92,1.02,0.456,1649,1115,137,43.65,22.62
2/13/2022 20:19:22,995,2,90,91,1.012,0.455,1983,1285,183,43.76,22.8
2/13/2022 20:34:22,995,2,89,89,0.999,0.449,2037,1266,243,43.83,22.87
2/13/2022 20:49:23,995,2,84,86,1.017,0.426,2155,1104,547,43.9,22.9
2/13/2022 21:04:22,995,2,89,90,1.011,0.45,1692,996,267,43.94,22.9
2/13/2022 21:19:22,995,2,72,75,1.041,0.368,0,0,0,43.97,22.9
2/13/2022 21:34:22,995,2,62,66,1.056,0.318,24,0,15,44.03,22.9
2/13/2022 21:49:22,995,2,48,53,1.099,0.249,0,0,0,44.11,22.9
2/13/2022 22:04:23,995,2,49,51,1.04,0.248,165,99,40,44.15,22.9
2/13/2022 22:19:23,995,2,63,62,0.993,0.316,811,454,137,44.2,23.16
2/13/2022 22:34:23,995,2,78,80,1.017,0.396,2199,1376,314,44.33,23.45
2/13/2022 22:49:22,995,2,85,87,1.022,0.433,3086,1819,572,44.45,23.5
2/13/2022 23:04:23,995,2,96,96,0.997,0.484,2860,1744,487,44.54,23.53
2/13/2022 23:19:22,995,2,89,90,1.012,0.452,1511,903,253,44.6,23.53
2/13/2022 23:34:22,995,2,92,93,1.012,0.466,3139,1940,466,44.72,23.54
2/13/2022 23:49:22,995,2,95,93,0.984,0.477,2851,1496,684,44.77,23.56
2/14/2022 0:04:22,995,2,86,86,1.002,0.432,1035,384,275,44.8,23.56
2/14/2022 0:19:22,995,2,89,89,1.01,0.448,1710,1081,203,44.94,23.78
2/14/2022 0:34:22,995,2,85,87,1.028,0.432,3508,2439,306,45.08,23.78
2/14/2022 0:49:22,995,2,89,92,1.036,0.452,1923,1233,235,45.12,23.87
2/14/2022 1:04:22,995,2,83,85,1.028,0.421,790,472,134,45.2,24.07
2/14/2022 1:19:23,995,2,65,66,1.025,0.328,0,0,0,45.25,24.07
2/14/2022 1:34:22,995,2,63,65,1.03,0.319,0,0,0,45.31,24.07
2/14/2022 1:49:23,995,2,51,55,1.079,0.263,74,42,13,45.37,24.07
2/14/2022 2:04:23,995,2,49,54,1.12,0.252,93,73,7,45.43,24.07
2/14/2022 2:19:22,995,2,46,49,1.06,0.237,0,0,0,45.51,24.07
2/14/2022 2:34:22,995,2,46,49,1.069,0.236,88,62,14,45.58,24.07
2/14/2022 2:49:22,995,2,48,50,1.029,0.245,0,0,0,45.66,24.07
2/14/2022 3:04:22,995,2,49,49,1.003,0.248,0,0,0,45.67,24.07
2/14/2022 3:19:22,995,2,65,63,0.975,0.325,420,263,39,45.74,24.07
2/14/2022 3:34:22,995,2,74,70,0.943,0.37,1934,1214,265,45.86,24.11
2/14/2022 3:49:22,995,2,75,74,0.977,0.378,2586,1488,474,45.96,24.44
2/14/2022 4:04:22,995,2,78,77,0.984,0.393,2470,1256,636,46.03,24.45
2/14/2022 4:19:22,995,2,76,78,1.027,0.387,1697,770,452,46.18,24.68
2/14/2022 4:34:22,995,2,77,79,1.022,0.393,2847,1217,895,46.31,24.77
2/14/2022 4:49:22,995,2,76,79,1.038,0.387,2555,1136,778,46.5,24.94
2/14/2022 5:04:23,995,2,83,83,1.006,0.418,3982,2084,965,46.59,24.94
2/14/2022 5:19:22,995,2,79,81,1.022,0.402,2946,1468,794,46.67,25.05
2/14/2022 5:34:22,995,2,81,81,1.004,0.409,3906,2169,819,46.78,25.09
2/14/2022 5:49:22,995,2,76,76,1.012,0.382,3250,2089,353,46.81,25.18
2/14/2022 6:04:22,995,2,73,74,1.016,0.369,2713,1624,363,46.87,25.18
2/14/2022 6:19:22,995,2,67,70,1.035,0.342,336,0,54,46.94,25.18
2/14/2022 6:34:23,995,2,61,64,1.049,0.309,322,0,15,47.02,25.18
2/14/2022 6:49:22,995,2,48,53,1.099,0.247,215,1,0,47.09,25.18
2/14/2022 7:04:22,995,2,48,51,1.051,0.246,167,1,0,47.16,25.18
2/14/2022 7:19:22,995,2,46,49,1.069,0.234,92,0,0,47.24,25.18
2/14/2022 7:34:22,995,2,47,48,1.027,0.238,159,1,0,47.31,25.18
2/14/2022 7:49:22,995,2,45,46,1.019,0.229,103,0,0,47.32,25.18
2/14/2022 8:04:23,995,2,53,55,1.031,0.27,230,82,39,47.43,25.18
2/14/2022 8:19:22,995,2,46,48,1.049,0.235,21,0,0,47.5,25.18
2/14/2022 8:34:22,995,2,50,49,0.983,0.25,22,0,0,47.57,25.18
2/14/2022 8:49:22,995,2,48,48,1.005,0.241,47,0,0,47.57,25.18
2/14/2022 9:04:22,995,2,47,44,0.953,0.233,223,0,8,47.64,25.18
2/14/2022 9:19:22,995,2,47,47,0.991,0.237,35,7,0,47.72,25.18
2/14/2022 9:34:22,995,2,51,49,0.952,0.255,998,488,287,47.77,25.18
2/14/2022 9:49:22,995,2,62,58,0.941,0.308,812,416,144,47.84,25.18
2/14/2022 10:04:23,995,2,55,54,0.969,0.278,123,0,0,47.84,25.18
2/14/2022 10:19:22,995,2,45,46,1.024,0.23,0,0,0,47.92,25.18
2/14/2022 10:34:22,995,2,46,46,1.002,0.231,987,410,337,48,25.18
2/14/2022 10:49:22,995,2,64,57,0.897,0.314,580,167,262,48.06,25.18
2/14/2022 11:04:22,995,2,49,48,0.993,0.246,12,0,0,48.13,25.18
2/14/2022 11:19:23,995,2,44,45,1.004,0.225,19,0,0,48.2,25.18
2/14/2022 11:34:22,995,2,45,43,0.976,0.224,26,0,0,48.22,25.18
2/14/2022 11:49:22,995,2,46,45,0.969,0.232,86,0,43,48.3,25.18
2/14/2022 12:04:22,995,2,64,58,0.902,0.317,1125,360,276,48.35,25.31
2/14/2022 12:19:22,995,2,63,61,0.961,0.316,548,238,128,48.51,25.53
2/14/2022 12:34:23,995,2,61,59,0.97,0.304,0,0,0,48.59,25.53
2/14/2022 12:49:22,995,2,49,50,1.024,0.25,0,0,0,48.73,25.53
2/14/2022 13:04:23,995,2,43,45,1.043,0.219,0,0,0,48.81,25.53
2/14/2022 13:19:22,995,2,45,45,1.016,0.226,22,7,0,48.82,25.53
2/14/2022 13:34:22,995,2,43,44,1.031,0.217,1,0,0,48.9,25.53
2/14/2022 13:49:22,995,2,44,46,1.033,0.226,0,0,0,48.97,25.53
2/14/2022 14:04:22,995,2,43,43,1.001,0.218,26,0,18,48.97,25.53
2/14/2022 14:19:23,995,2,56,55,0.99,0.282,193,81,62,49.05,25.53
2/14/2022 14:34:23,995,2,58,56,0.971,0.289,64,29,20,49.11,25.53
2/14/2022 14:49:22,995,2,47,49,1.038,0.238,0,0,0,49.12,25.53
2/14/2022 15:04:22,995,2,45,45,1.002,0.228,72,46,12,49.19,25.53
2/14/2022 15:19:22,995,2,55,53,0.973,0.274,296,174,37,49.28,25.71
2/14/2022 15:34:23,995,2,50,51,1.022,0.255,296,147,79,49.35,25.71
2/14/2022 15:49:22,995,2,46,47,1.024,0.235,0,0,0,49.42,25.71
2/14/2022 16:04:22,995,2,44,45,1.027,0.224,0,0,0,49.49,25.71
2/14/2022 16:19:23,995,2,43,44,1.019,0.218,0,0,0,49.5,25.71
2/14/2022 16:34:22,995,2,43,43,1.001,0.217,1,0,0,49.57,25.71
2/14/2022 16:49:22,995,2,52,53,1.022,0.263,698,353,122,49.71,25.8
2/14/2022 17:04:22,995,2,59,58,0.98,0.296,845,351,286,49.76,25.8
2/14/2022 17:19:22,995,2,49,51,1.029,0.25,1,0,0,49.83,25.8
2/14/2022 17:34:22,995,2,48,48,1.011,0.24,0,0,0,49.91,25.8
2/14/2022 17:49:23,995,2,43,44,1.039,0.217,5,0,0,49.98,25.8
2/14/2022 18:04:22,995,2,54,54,0.996,0.274,593,384,61,49.99,25.95
2/14/2022 18:19:22,995,2,73,69,0.951,0.362,4548,2474,1066,50.13,26.02
2/14/2022 18:34:22,995,2,72,69,0.958,0.359,1507,825,214,50.22,26.33
2/14/2022 18:49:22,995,2,78,78,0.995,0.394,3574,2270,552,50.35,26.68
2/14/2022 19:04:22,995,2,84,83,0.988,0.424,2956,1884,438,50.51,27.29
2/14/2022 19:19:22,995,2,82,81,0.998,0.411,2575,1207,766,50.58,27.3
2/14/2022 19:34:22,995,2,85,86,1.013,0.431,3408,1783,909,50.68,27.9
2/14/2022 19:49:22,995,2,77,80,1.036,0.394,2382,696,1129,50.82,28.06
2/14/2022 20:04:22,995,2,69,70,1.027,0.348,25,0,9,50.97,28.06
2/14/2022 20:19:22,995,2,55,59,1.072,0.284,28,0,8,51.1,28.06
2/14/2022 20:34:22,995,2,54,58,1.071,0.279,192,4,94,51.18,28.06
2/14/2022 20:49:22,995,2,63,67,1.072,0.323,1063,426,349,51.37,28.3
2/14/2022 21:04:22,995,2,80,84,1.054,0.409,5060,2725,1271,51.49,28.5
2/14/2022 21:19:22,995,2,83,88,1.054,0.426,3710,1617,1198,51.63,28.73
2/14/2022 21:34:22,995,2,88,90,1.025,0.447,4530,2009,1390,51.73,28.93
2/14/2022 21:49:22,995,2,85,89,1.043,0.434,3196,911,1370,51.81,29.13
2/14/2022 22:04:22,995,2,85,88,1.037,0.434,6277,3115,1939,52,29.19
2/14/2022 22:19:22,995,2,83,86,1.031,0.421,2606,1219,733,52.12,29.55
2/14/2022 22:34:22,995,2,83,87,1.049,0.421,990,534,206,52.17,29.55
2/14/2022 22:49:22,995,2,71,74,1.051,0.361,0,0,0,52.25,29.55
2/14/2022 23:04:23,995,2,55,61,1.1,0.286,0,0,0,52.38,29.55
2/14/2022 23:19:22,995,2,49,54,1.099,0.253,230,138,43,52.45,29.55
2/14/2022 23:34:22,995,2,52,57,1.1,0.266,1074,536,271,52.53,29.55
2/14/2022 23:49:22,995,2,76,80,1.048,0.39,2514,1522,446,52.65,29.69
2/15/2022 0:04:23,995,2,76,82,1.082,0.391,2156,1165,391,52.78,29.96
2/15/2022 0:19:22,995,2,78,82,1.044,0.399,2613,1053,934,52.86,30.04
2/15/2022 0:34:23,995,2,86,89,1.034,0.438,2567,1409,555,52.94,30.33
2/15/2022 0:49:22,995,2,79,82,1.044,0.402,3319,1180,1461,53.15,30.33
2/15/2022 1:04:22,995,2,84,87,1.038,0.429,1970,1057,398,53.21,30.62
